Time;Amplitude
336.01480103;2.72549009
336.01480103;2.84313726
336.01882935;2.82352948
336.02294922;2.74509811
336.02294922;2.92156863
336.02700806;3.00000000
336.03112793;2.70588231
336.03524780;2.68627453
336.03524780;3.07843137
336.03930664;2.96078420
336.04336548;2.64705873
336.04751587;2.29411769
336.04751587;2.56862736
336.05160522;2.27450991
336.05569458;2.23529410
336.05978394;2.49019599
336.05978394;2.43137264
336.06390381;2.68627453
336.06799316;3.37254906
336.07211304;2.60784316
336.07617188;2.84313726
336.08029175;2.37254906
336.08029175;1.74509799
336.08438110;1.68627453
336.08847046;1.52941179
336.09259033;1.70588231
336.09259033;2.00000000
336.09671021;2.27450991
336.10083008;2.25490189
336.10488892;2.21568632
336.10488892;2.25490189
336.10897827;2.41176462
336.11309814;2.33333325
336.11715698;2.92156863
336.12130737;2.94117641
336.12533569;2.98039222
336.12533569;3.15686274
336.12942505;3.21568632
336.13351440;2.74509811
336.13766479;2.96078420
336.13766479;3.07843137
336.14172363;2.72549009
336.14581299;2.92156863
336.14996338;3.19607854
336.14996338;3.13725495
336.15402222;3.17647052
336.15811157;3.35294127
336.16220093;2.94117641
336.16638184;2.72549009
336.17044067;2.52941179
336.17044067;2.11764717
336.17449951;2.01960778
336.17858887;2.03921580
336.18270874;2.01960778
336.18270874;2.17647052
336.18676758;2.21568632
336.19088745;2.25490189
336.19500732;2.31372547
336.19500732;2.47058821
336.19906616;2.47058821
336.20321655;2.41176462
336.20730591;2.45098042
336.21133423;2.31372547
336.21548462;2.25490189
336.21548462;2.29411769
336.21957397;2.11764717
336.22366333;2.00000000
336.22790527;2.07843137
336.22790527;2.15686274
336.23190308;2.01960778
336.23602295;2.25490189
336.24005127;2.41176462
336.24005127;2.29411769
336.24411011;2.31372547
336.24829102;2.37254906
336.25231934;2.58823538
336.25643921;2.94117641
336.26052856;3.25490189
336.26052856;2.82352948
336.26464844;2.88235283
336.26870728;2.84313726
336.27282715;2.21568632
336.27282715;1.68627453
336.27688599;1.68627453
336.28100586;1.64705884
336.28512573;1.76470590
336.28512573;1.84313726
336.28921509;2.09803915
336.29330444;2.01960778
336.29739380;2.31372547
336.30148315;2.25490189
336.30560303;2.25490189
336.30560303;2.37254906
336.30966187;2.45098042
336.31378174;2.47058821
336.31787109;2.47058821
336.31787109;2.62745094
336.32199097;2.43137264
336.32601929;2.35294127
336.33016968;2.23529410
336.33016968;2.05882359
336.33432007;2.03921580
336.33834839;2.21568632
336.34246826;2.09803915
336.34655762;2.29411769
336.35067749;2.49019599
336.35067749;2.13725495
336.35473633;1.94117641
336.35882568;1.96078432
336.36294556;1.49019611
336.36294556;1.37254906
336.36703491;1.78431368
336.37112427;1.68627453
336.37521362;2.00000000
336.37521362;2.33333325
336.37933350;2.52941179
336.38342285;2.58823538
336.38748169;2.39215684
336.39160156;2.03921580
336.39572144;2.35294127
336.39572144;2.70588231
336.39981079;2.98039222
336.40390015;2.62745094
336.40798950;2.94117641
336.40798950;3.00000000
336.41210938;2.70588231
336.41629028;2.62745094
336.42031860;2.37254906
336.42031860;2.03921580
336.42437744;2.33333325
336.42849731;2.31372547
336.43258667;2.23529410
336.43667603;2.49019599
336.44079590;2.74509811
336.44079590;3.03921580
336.44485474;3.15686274
336.44897461;3.05882359
336.45306396;3.03921580
336.45306396;3.21568632
336.45715332;2.86274505
336.46130371;2.60784316
336.46533203;2.76470590
336.46533203;2.72549009
336.46942139;3.00000000
336.47354126;3.07843137
336.47763062;3.07843137
336.48171997;2.56862736
336.48583984;2.50980401
336.48583984;2.29411769
336.48992920;1.94117641
336.49404907;1.94117641
336.49813843;2.09803915
336.49813843;2.25490189
336.50216675;2.27450991
336.50628662;2.49019599
336.51040649;2.62745094
336.51040649;2.47058821
336.51449585;2.56862736
336.51861572;2.72549009
336.52270508;2.64705873
336.52676392;2.72549009
336.53091431;2.78431368
336.53091431;2.64705873
336.53515625;2.68627453
336.53906250;2.64705873
336.54318237;2.45098042
336.54318237;2.45098042
336.54730225;2.47058821
336.55136108;2.47058821
336.55548096;2.45098042
336.55548096;2.62745094
336.55953979;2.70588231
336.56369019;2.62745094
336.56774902;2.72549009
336.57183838;2.52941179
336.57595825;2.52941179
336.57595825;2.54901958
336.58004761;2.49019599
336.58413696;2.41176462
336.58828735;2.37254906
336.58828735;2.47058821
336.59231567;2.47058821
336.59640503;2.76470590
336.60055542;2.80392146
336.60055542;2.62745094
336.60467529;2.70588231
336.60891724;2.70588231
336.61279297;2.25490189
336.61691284;2.17647052
336.62103271;2.05882359
336.62103271;1.98039210
336.62509155;1.96078432
336.62915039;2.13725495
336.63330078;1.90196073
336.63330078;2.11764717
336.63739014;2.33333325
336.64147949;2.27450991
336.64562988;2.35294127
336.64562988;2.39215684
336.64968872;2.41176462
336.65380859;2.29411769
336.65786743;2.50980401
336.66195679;2.39215684
336.66622925;2.47058821
336.66622925;2.50980401
336.67013550;2.39215684
336.67428589;2.50980401
336.67837524;2.64705873
336.67837524;2.62745094
336.68246460;2.64705873
336.68652344;2.72549009
336.69064331;2.54901958
336.69064331;2.58823538
336.69473267;2.35294127
336.69885254;2.45098042
336.70294189;2.09803915
336.70703125;2.21568632
336.71112061;2.35294127
336.71112061;2.01960778
336.71524048;2.13725495
336.71932983;2.25490189
336.72341919;2.05882359
336.72341919;2.19607854
336.72750854;2.41176462
336.73159790;2.43137264
336.73571777;2.62745094
336.73571777;2.64705873
336.73980713;2.70588231
336.74392700;2.80392146
336.74804688;2.86274505
336.75210571;2.56862736
336.75622559;2.72549009
336.75622559;2.92156863
336.76028442;2.35294127
336.76437378;2.21568632
336.76846313;2.21568632
336.76846313;2.31372547
336.77258301;2.05882359
336.77661133;2.66666675
336.78076172;2.84313726
336.78076172;2.35294127
336.78488159;2.58823538
336.78897095;2.45098042
336.79302979;1.68627453
336.79718018;1.74509799
336.80130005;1.90196073
336.80130005;2.09803915
336.80532837;2.43137264
336.80941772;2.86274505
336.81359863;2.84313726
336.81359863;2.92156863
336.81762695;3.19607854
336.82171631;3.01960778
336.82583618;2.90196085
336.82583618;2.76470590
336.82992554;2.64705873
336.83404541;2.54901958
336.83810425;2.80392146
336.84219360;2.68627453
336.84631348;2.76470590
336.84631348;2.84313726
336.85043335;2.76470590
336.85449219;2.80392146
336.85858154;2.88235283
336.85858154;2.82352948
336.86267090;2.70588231
336.86679077;2.74509811
336.87091064;2.82352948
336.87091064;2.72549009
336.87503052;2.66666675
336.87908936;2.54901958
336.88317871;2.50980401
336.88729858;2.50980401
336.89135742;2.49019599
336.89135742;2.54901958
336.89547729;2.74509811
336.89956665;2.90196085
336.90368652;2.82352948
336.90368652;2.62745094
336.90774536;2.64705873
336.91186523;2.50980401
336.91610718;2.29411769
336.91610718;2.27450991
336.92001343;2.13725495
336.92413330;2.11764717
336.92825317;2.23529410
336.93231201;2.13725495
336.93643188;2.25490189
336.93643188;2.39215684
336.94052124;2.19607854
336.94461060;2.17647052
336.94873047;2.33333325
336.94873047;2.21568632
336.95278931;2.23529410
336.95690918;2.37254906
336.96102905;2.64705873
336.96102905;2.82352948
336.96508789;2.47058821
336.96920776;2.39215684
336.97329712;2.07843137
336.97738647;1.92156863
336.98150635;1.43137252
336.98150635;1.62745094
336.98559570;1.88235295
336.98968506;2.00000000
336.99377441;1.88235295
336.99377441;2.13725495
336.99789429;2.27450991
337.00198364;2.25490189
337.00607300;2.52941179
337.00607300;2.70588231
337.01016235;2.58823538
337.01431274;2.74509811
337.01834106;2.84313726
337.02246094;2.70588231
337.02655029;2.68627453
337.02655029;2.74509811
337.03063965;2.43137264
337.03472900;2.54901958
337.03884888;2.72549009
337.03884888;2.58823538
337.04293823;2.76470590
337.04702759;2.64705873
337.05111694;2.70588231
337.05111694;2.50980401
337.05520630;2.49019599
337.05932617;2.19607854
337.06341553;2.00000000
337.06750488;1.96078432
337.07162476;1.92156863
337.07162476;2.13725495
337.07571411;2.33333325
337.07980347;2.35294127
337.08392334;2.37254906
337.08392334;2.47058821
337.08798218;2.58823538
337.09204102;2.50980401
337.09619141;2.70588231
337.09619141;2.88235283
337.10031128;2.90196085
337.10437012;2.86274505
337.10845947;2.90196085
337.11257935;2.70588231
337.11666870;2.70588231
337.11666870;2.80392146
337.12075806;2.68627453
337.12484741;2.78431368
337.12896729;2.86274505
337.12896729;2.76470590
337.13305664;2.86274505
337.13714600;2.94117641
337.14129639;2.76470590
337.14129639;2.64705873
337.14532471;2.82352948
