Time;Amplitude
217.03984070;2.37254906
217.04408264;3.31372547
217.04820251;3.31372547
217.04820251;2.27450991
217.05218506;1.23529410
217.05642700;0.56862748
217.06044006;1.92156863
217.06455994;3.17647052
217.06852722;3.11764717
217.06852722;2.23529410
217.07267761;1.11764705
217.07678223;0.86274511
217.08090210;1.86274505
217.08090210;2.88235283
217.08488464;3.49019599
217.08903503;2.80392146
217.09313965;1.88235295
217.09313965;0.86274511
217.09725952;1.47058821
217.10142517;2.70588231
217.10540771;3.50980401
217.10952759;2.76470590
217.11366272;1.78431368
217.11366272;1.13725495
217.11775208;1.86274505
217.12178040;2.86274505
217.12588501;3.92156863
217.12588501;3.66666675
217.13003540;2.54901958
217.13412476;1.29411769
217.13822937;1.23529410
217.13822937;2.07843137
217.14236450;3.23529410
217.14636230;3.88235283
217.15052795;2.27450991
217.15464783;1.47058821
217.15863037;1.82352936
217.15863037;2.70588231
217.16275024;3.68627453
217.16687012;3.68627453
217.17103577;3.07843137
217.17103577;2.13725495
217.17503357;1.76470590
217.17915344;2.62745094
217.18333435;3.62745094
217.18333435;4.58823538
217.18740845;4.23529434
217.19154358;3.31372547
217.19554138;1.98039210
217.19967651;2.88235283
217.20378113;3.78431368
217.20378113;4.50980377
217.20787048;4.03921556
217.21200562;3.33333325
217.21601868;2.74509811
217.21601868;3.23529410
217.22013855;4.13725471
217.22422791;4.98039198
217.22840881;4.88235283
217.22840881;4.15686274
217.23240662;3.23529410
217.23655701;2.41176462
217.24069214;4.05882359
217.24478149;4.68627453
217.24893188;4.29411745
217.24893188;3.41176462
217.25292969;1.66666663
217.25708008;1.47058821
217.26118469;2.43137264
217.26118469;3.31372547
217.26515198;3.68627453
217.26942444;2.78431368
217.27342224;1.78431368
217.27342224;0.98039216
217.27754211;1.27450979
217.28167725;1.92156863
217.28167725;2.80392146
217.28575134;2.41176462
217.28982544;1.41176474
217.29391479;0.58823532
217.29391479;0.27450982
217.29800415;1.15686274
217.30204773;2.29411769
217.30615234;3.11764717
217.30615234;2.66666675
217.31028748;1.62745094
217.31442261;0.60784316
217.31854248;0.64705884
217.31854248;1.64705884
217.32254028;2.49019599
217.32662964;2.98039222
217.32662964;2.17647052
217.33074951;1.35294116
217.33486938;0.52941179
217.33886719;1.09803927
217.33886719;1.86274505
217.34301758;2.86274505
217.34712219;2.78431368
217.35127258;1.92156863
217.35127258;0.82352942
217.35537720;0.45098040
217.35937500;1.35294116
217.36354065;2.31372547
217.36354065;3.11764717
217.36772156;2.66666675
217.37176514;1.47058821
217.37176514;0.37254903
217.37576294;0.45098040
217.37991333;1.56862748
217.38403320;2.58823538
217.38403320;3.17647052
217.38819885;2.50980401
217.39218140;1.45098042
217.39642334;0.66666669
217.39642334;1.13725495
217.40042114;2.25490189
217.40454102;3.45098042
217.40867615;3.33333325
217.40867615;2.33333325
217.41270447;1.41176474
217.41677856;1.15686274
217.41677856;1.88235295
217.42089844;2.80392146
217.42500305;3.50980401
217.42898560;2.92156863
217.42898560;1.88235295
217.43318176;0.78431374
217.43730164;0.74509805
217.44143677;1.56862748
217.44143677;2.82352948
217.44541931;3.33333325
217.44953918;2.39215684
217.45368958;0.92156863
217.45774841;1.43137252
217.46189880;2.25490189
217.46189880;3.09803915
217.46586609;3.05882359
217.47001648;1.92156863
217.47412109;1.11764705
217.47412109;0.78431374
217.47830200;1.72549021
217.48240662;2.68627453
217.48640442;3.37254906
217.48640442;2.92156863
217.49053955;1.94117641
